,Team,Season Year,Player 01,Player 02,Player 03,Player 04,Player 05,Player 06,Player 07,Player 08,Player 09,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
11736,CHI,2020,Zach LaVine,Tomáš Satoranský,Thaddeus Young,Chandler Hutchison,Luke Kornet,Coby White,Ryan Arcidiacono,Cristiano Felício,Denzel Valentine,Daniel Gafford,Shaquille Harrison,Adam Mokoka,,,
11737,TOR,2020,Fred VanVleet,Kyle Lowry,Pascal Siakam,Serge Ibaka,OG Anunoby,Terence Davis,Chris Boucher,Patrick McCaw,Matt Thomas,Stanley Johnson,Oshae Brissett,Paul Watson,,,
11738,BOS,2020,Jayson Tatum,Gordon Hayward,Jaylen Brown,Daniel Theis,Javonte Green,Brad Wanamaker,Grant Williams,Enes Freedom,Tremont Waters,Semi Ojeleye,Carsen Edwards,,,,
11739,ATL,2020,Kevin Huerter,John Collins,Jeff Teague,Trae Young,Damian Jones,Evan Turner,Vince Carter,Treveon Graham,Brandon Goodwin,,,,,,
11740,PHO,2020,Kelly Oubre Jr.,Mikal Bridges,Deandre Ayton,Devin Booker,Ricky Rubio,Elie Okobo,Jevon Carter,Cheick Diallo,Jalen Lecque,Jared Harper,Tariq Owens,,,,
11741,BRK,2020,Caris LeVert,Spencer Dinwiddie,Taurean Prince,Joe Harris,Jarrett Allen,Timothé Luwawu-Cabarrot,Garrett Temple,DeAndre Jordan,Wilson Chandler,Rodions Kurucs,Džanan Musa,Chris Chiozza,,,
11742,ORL,2020,Aaron Gordon,Nikola Vučević,Markelle Fultz,Evan Fournier,Wes Iwundu,Terrence Ross,Michael Carter-Williams,Mo Bamba,Gary Clark,B.J. Johnson,,,,,
11743,CHO,2020,Devonte' Graham,Terry Rozier,Miles Bridges,Cody Zeller,Dwayne Bacon,Cody Martin,Malik Monk,Willy Hernangómez,Marvin Williams,,,,,,
11744,NYK,2020,Julius Randle,Marcus Morris,Elfrid Payton,Reggie Bullock,Taj Gibson,Bobby Portis,Frank Ntilikina,Dennis Smith Jr.,Kevin Knox,Damyean Dotson,Mitchell Robinson,,,,
11745,CLE,2020,Larry Nance Jr.,Kevin Love,Collin Sexton,Darius Garland,Cedi Osman,Kevin Porter Jr.,John Henson,Dante Exum,Matthew Dellavedova,,,,,,
11746,DAL,2020,Kristaps Porziņģis,Maxi Kleber,Tim Hardaway Jr.,Dorian Finney-Smith,Jalen Brunson,Delon Wright,Ryan Broekhoff,Justin Jackson,J.J. Barea,Willie Cauley-Stein,,,,,
11747,IND,2020,Domantas Sabonis,Myles Turner,Malcolm Brogdon,Jeremy Lamb,Aaron Holiday,Justin Holiday,Victor Oladipo,Doug McDermott,T.J. McConnell,,,,,,
11748,SAS,2020,DeMar DeRozan,LaMarcus Aldridge,Trey Lyles,Dejounte Murray,Bryn Forbes,Patty Mills,Derrick White,Lonnie Walker IV,Rudy Gay,Jakob Poeltl,,,,,
11749,LAC,2020,Kawhi Leonard,Paul George,Patrick Beverley,Ivica Zubac,Maurice Harkless,Landry Shamet,Montrezl Harrell,Lou Williams,JaMychal Green,Rodney McGruder,,,,,
11750,DET,2020,Bruce Brown,Andre Drummond,Tony Snell,Sekou Doumbouya,Reggie Jackson,Langston Galloway,Christian Wood,Thon Maker,,,,,,,
11751,MEM,2020,Dillon Brooks,Jonas Valančiūnas,Jaren Jackson Jr.,Ja Morant,Jae Crowder,Brandon Clarke,Tyus Jones,Kyle Anderson,De'Anthony Melton,Solomon Hill,Josh Jackson,,,,
11752,PHI,2020,Ben Simmons,Joel Embiid,Shake Milton,Tobias Harris,Al Horford,Mike Scott,James Ennis III,Furkan Korkmaz,Matisse Thybulle,Trey Burke,Raul Neto,Kyle O'Quinn,Zhaire Smith,,
11753,MIA,2020,Bam Adebayo,Duncan Robinson,Jimmy Butler,Kendrick Nunn,Meyers Leonard,Derrick Jones Jr.,Goran Dragić,Kelly Olynyk,Tyler Herro,Chris Silva,,,,,
11754,MIN,2020,Karl-Anthony Towns,Andrew Wiggins,Robert Covington,Shabazz Napier,Jarrett Culver,Josh Okogie,Kelan Martin,Jordan McLaughlin,Gorgui Dieng,Jordan Bell,Keita Bates-Diop,,,,
11755,SAC,2020,Dewayne Dedmon,De'Aaron Fox,Harrison Barnes,Bogdan Bogdanović,Nemanja Bjelica,Kent Bazemore,Buddy Hield,Cory Joseph,Harry Giles,Anthony Tolliver,,,,,
11756,GSW,2020,Damion Lee,Draymond Green,Glenn Robinson III,Jacob Evans,Marquese Chriss,Alec Burks,Eric Paschall,Jordan Poole,Omari Spellman,Kevon Looney,,,,,
11757,WAS,2020,Bradley Beal,Rui Hachimura,Isaiah Thomas,Gary Payton II,Ian Mahinmi,Dāvis Bertāns,Thomas Bryant,Ish Smith,Troy Brown Jr.,Moritz Wagner,Isaac Bonga,,,,
11758,POR,2020,CJ McCollum,Damian Lillard,Trevor Ariza,Carmelo Anthony,Hassan Whiteside,Caleb Swanigan,Anfernee Simons,Nassir Little,Gary Trent Jr.,Mario Hezonja,Wenyen Gabriel,,,,
11759,DEN,2020,Nikola Jokić,Jerami Grant,Will Barton,Gary Harris,Jamal Murray,Juancho Hernangómez,Malik Beasley,Monte Morris,Torrey Craig,PJ Dozier,Jarred Vanderbilt,Vlatko Čančar,,,
11760,CHO,2020,Miles Bridges,Cody Martin,Devonte' Graham,Terry Rozier,Cody Zeller,Malik Monk,P.J. Washington,Willy Hernangómez,Dwayne Bacon,,,,,,
11761,HOU,2020,Danuel House Jr.,P.J. Tucker,James Harden,Ben McLemore,Eric Gordon,Austin Rivers,Thabo Sefolosha,Isaiah Hartenstein,,,,,,,
11762,SAS,2020,DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Dejounte Murray,Trey Lyles,Derrick White,Patty Mills,Rudy Gay,Lonnie Walker IV,Marco Belinelli,Jakob Poeltl,Chimezie Metu,Keldon Johnson,,
11763,LAL,2020,LeBron James,Anthony Davis,Avery Bradley,Danny Green,JaVale McGee,Kyle Kuzma,Kentavious Caldwell-Pope,Dwight Howard,Rajon Rondo,Alex Caruso,Troy Daniels,Quinn Cook,Jared Dudley,,
11764,MIL,2020,Brook Lopez,Khris Middleton,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Pat Connaughton,Donte DiVincenzo,Kyle Korver,Robin Lopez,Ersan İlyasova,Sterling Brown,,,,
11765,NOP,2020,Lonzo Ball,Brandon Ingram,Zion Williamson,Jrue Holiday,Derrick Favors,Josh Hart,J.J. Redick,Nicolò Melli,E'Twaun Moore,Jaxson Hayes,,,,,
11766,ORL,2020,Evan Fournier,Nikola Vučević,Aaron Gordon,Markelle Fultz,Wes Iwundu,Terrence Ross,Michael Carter-Williams,Gary Clark,Khem Birch,Mo Bamba,,,,,
11767,BOS,2020,Jayson Tatum,Jaylen Brown,Gordon Hayward,Romeo Langford,Enes Freedom,Brad Wanamaker,Grant Williams,Javonte Green,Vincent Poirier,Semi Ojeleye,,,,,
11768,GSW,2020,Eric Paschall,D'Angelo Russell,Damion Lee,Marquese Chriss,Draymond Green,Omari Spellman,Jordan Poole,Jacob Evans,Kevon Looney,,,,,,
11769,BRK,2020,Caris LeVert,Spencer Dinwiddie,Joe Harris,Taurean Prince,Jarrett Allen,Rodions Kurucs,Wilson Chandler,DeAndre Jordan,Garrett Temple,Theo Pinson,Džanan Musa,Chris Chiozza,Jeremiah Martin,,
11770,MEM,2020,Dillon Brooks,Jaren Jackson Jr.,Ja Morant,Jonas Valančiūnas,Kyle Anderson,De'Anthony Melton,Brandon Clarke,Josh Jackson,Tyus Jones,Yuta Watanabe,,,,,
11771,DAL,2020,Tim Hardaway Jr.,Dorian Finney-Smith,Jalen Brunson,Maxi Kleber,Kristaps Porziņģis,Delon Wright,Justin Jackson,Ryan Broekhoff,Willie Cauley-Stein,Courtney Lee,Antonius Cleveland,Boban Marjanović,,,
11772,PHO,2020,Kelly Oubre Jr.,Devin Booker,Mikal Bridges,Deandre Ayton,Ricky Rubio,Elie Okobo,Cheick Diallo,Jevon Carter,,,,,,,
11773,DET,2020,Andre Drummond,Tony Snell,Reggie Jackson,Bruce Brown,Sekou Doumbouya,Christian Wood,Langston Galloway,Thon Maker,Jordan Bone,Louis King,,,,,
11774,MIA,2020,Bam Adebayo,Kendrick Nunn,Duncan Robinson,Jimmy Butler,Kelly Olynyk,Goran Dragić,Derrick Jones Jr.,Gabe Vincent,KZ Okpala,Chris Silva,,,,,
11775,LAC,2020,Kawhi Leonard,Paul George,Maurice Harkless,Patrick Beverley,Ivica Zubac,Landry Shamet,Lou Williams,Montrezl Harrell,JaMychal Green,Rodney McGruder,Jerome Robinson,Johnathan Motley,,,
11776,ATL,2020,John Collins,Trae Young,Kevin Huerter,De'Andre Hunter,Damian Jones,Brandon Goodwin,Jeff Teague,Vince Carter,Treveon Graham,Bruno Fernando,,,,,
11777,MIN,2020,Karl-Anthony Towns,Josh Okogie,Andrew Wiggins,Jarrett Culver,Kelan Martin,Jordan McLaughlin,Naz Reid,Allen Crabbe,Jaylen Nowell,Gorgui Dieng,,,,,
11778,CLE,2020,Darius Garland,Collin Sexton,Kevin Love,John Henson,Cedi Osman,Larry Nance Jr.,Kevin Porter Jr.,Dante Exum,Matthew Dellavedova,,,,,,
11779,OKC,2020,Shai Gilgeous-Alexander,Danilo Gallinari,Chris Paul,Steven Adams,Luguentz Dort,Dennis Schröder,Nerlens Noel,Darius Bazley,Abdel Nader,Terrance Ferguson,,,,,
11780,IND,2020,Domantas Sabonis,Malcolm Brogdon,Victor Oladipo,Jeremy Lamb,Myles Turner,Justin Holiday,Doug McDermott,Aaron Holiday,T.J. McConnell,Goga Bitadze,,,,,
11781,TOR,2020,Pascal Siakam,Kyle Lowry,Fred VanVleet,Serge Ibaka,OG Anunoby,Terence Davis,Patrick McCaw,Rondae Hollis-Jefferson,Chris Boucher,,,,,,
11782,DEN,2020,Jamal Murray,Monte Morris,Nikola Jokić,Gary Harris,Torrey Craig,PJ Dozier,Vlatko Čančar,,,,,,,,
11783,UTA,2020,Rudy Gobert,Donovan Mitchell,Mike Conley,Bojan Bogdanović,Joe Ingles,Jordan Clarkson,Royce O'Neale,Georges Niang,Tony Bradley,,,,,,
11784,NOP,2020,Lonzo Ball,Zion Williamson,Jrue Holiday,Brandon Ingram,Derrick Favors,Josh Hart,J.J. Redick,Nicolò Melli,E'Twaun Moore,Jaxson Hayes,Jahlil Okafor,Frank Jackson,Nickeil Alexander-Walker,,
11785,CHI,2020,Chandler Hutchison,Thaddeus Young,Zach LaVine,Tomáš Satoranský,Luke Kornet,Coby White,Cristiano Felício,Ryan Arcidiacono,Shaquille Harrison,Adam Mokoka,,,,,
11786,HOU,2020,Russell Westbrook,James Harden,P.J. Tucker,Eric Gordon,Danuel House Jr.,Robert Covington,Austin Rivers,Ben McLemore,Thabo Sefolosha,,,,,,
11787,LAL,2020,Anthony Davis,LeBron James,Danny Green,Avery Bradley,JaVale McGee,Alex Caruso,Kentavious Caldwell-Pope,Kyle Kuzma,Rajon Rondo,Dwight Howard,,,,,
11788,PHI,2020,Ben Simmons,Tobias Harris,Al Horford,Joel Embiid,Shake Milton,Furkan Korkmaz,Matisse Thybulle,Mike Scott,Marial Shayok,,,,,,
11789,MIL,2020,Khris Middleton,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Brook Lopez,Donte DiVincenzo,Robin Lopez,Pat Connaughton,Kyle Korver,Ersan İlyasova,,,,,
11790,ORL,2020,Aaron Gordon,Nikola Vučević,Evan Fournier,Markelle Fultz,Khem Birch,Terrence Ross,Michael Carter-Williams,Mo Bamba,Gary Clark,Wes Iwundu,,,,,
11791,NYK,2020,Elfrid Payton,Reggie Bullock,Julius Randle,Taj Gibson,Frank Ntilikina,Mitchell Robinson,RJ Barrett,Wayne Ellington,Bobby Portis,Kevin Knox,Dennis Smith Jr.,,,,
11792,SAS,2020,DeMar DeRozan,LaMarcus Aldridge,Trey Lyles,Dejounte Murray,Bryn Forbes,Derrick White,Patty Mills,Rudy Gay,Lonnie Walker IV,Jakob Poeltl,Marco Belinelli,,,,
11793,POR,2020,Damian Lillard,Trevor Ariza,Hassan Whiteside,Carmelo Anthony,CJ McCollum,Gary Trent Jr.,Anfernee Simons,Mario Hezonja,Caleb Swanigan,,,,,,
11794,ATL,2020,Kevin Huerter,John Collins,De'Andre Hunter,Jeff Teague,Damian Jones,Brandon Goodwin,Treveon Graham,Vince Carter,,,,,,,
11795,BOS,2020,Jayson Tatum,Marcus Smart,Kemba Walker,Grant Williams,Enes Freedom,Romeo Langford,Brad Wanamaker,Semi Ojeleye,Vincent Poirier,Javonte Green,Tremont Waters,,,,
11796,TOR,2020,Fred VanVleet,Serge Ibaka,Pascal Siakam,OG Anunoby,Kyle Lowry,Terence Davis,Patrick McCaw,Rondae Hollis-Jefferson,Chris Boucher,,,,,,
11797,IND,2020,Domantas Sabonis,Malcolm Brogdon,Myles Turner,Victor Oladipo,Jeremy Lamb,Justin Holiday,T.J. McConnell,Doug McDermott,Aaron Holiday,Goga Bitadze,,,,,
11798,DET,2020,Christian Wood,Thon Maker,Tony Snell,Bruce Brown,Reggie Jackson,Langston Galloway,Sekou Doumbouya,Jordan Bone,Louis King,,,,,,
11799,OKC,2020,Shai Gilgeous-Alexander,Chris Paul,Danilo Gallinari,Steven Adams,Luguentz Dort,Dennis Schröder,Nerlens Noel,Darius Bazley,Terrance Ferguson,Abdel Nader,,,,,
11800,MEM,2020,Kyle Anderson,Jonas Valančiūnas,Ja Morant,Dillon Brooks,Jaren Jackson Jr.,Brandon Clarke,De'Anthony Melton,Josh Jackson,Tyus Jones,Yuta Watanabe,Marko Guduric,John Konchar,,,
11801,PHI,2020,Ben Simmons,Tobias Harris,Al Horford,Shake Milton,Joel Embiid,Matisse Thybulle,Furkan Korkmaz,Josh Richardson,Mike Scott,Norvel Pelle,Zhaire Smith,Raul Neto,Marial Shayok,,
11802,HOU,2020,James Harden,Danuel House Jr.,Robert Covington,P.J. Tucker,Eric Gordon,Austin Rivers,Ben McLemore,Michael Frazier,Chris Clemons,Isaiah Hartenstein,William Howard,Thabo Sefolosha,,,
11803,PHO,2020,Kelly Oubre Jr.,Mikal Bridges,Devin Booker,Deandre Ayton,Ricky Rubio,Elie Okobo,Cheick Diallo,Jevon Carter,Cameron Johnson,Ty Jerome,,,,,
11804,MIA,2020,Duncan Robinson,Bam Adebayo,Kendrick Nunn,Derrick Jones Jr.,Kelly Olynyk,Goran Dragić,KZ Okpala,Gabe Vincent,Chris Silva,,,,,,
11805,SAC,2020,Nemanja Bjelica,De'Aaron Fox,Bogdan Bogdanović,Harrison Barnes,Harry Giles,Buddy Hield,Kent Bazemore,Cory Joseph,Yogi Ferrell,Anthony Tolliver,,,,,
11806,POR,2020,Damian Lillard,CJ McCollum,Carmelo Anthony,Caleb Swanigan,Trevor Ariza,Gary Trent Jr.,Mario Hezonja,Wenyen Gabriel,Anfernee Simons,,,,,,
11807,UTA,2020,Rudy Gobert,Donovan Mitchell,Bojan Bogdanović,Joe Ingles,Mike Conley,Royce O'Neale,Jordan Clarkson,Tony Bradley,Georges Niang,Juwan Morgan,,,,,
11808,DAL,2020,Tim Hardaway Jr.,Dorian Finney-Smith,Jalen Brunson,Kristaps Porziņģis,Courtney Lee,Seth Curry,Maxi Kleber,Delon Wright,Justin Jackson,Willie Cauley-Stein,Ryan Broekhoff,,,,
11809,WAS,2020,Bradley Beal,Ish Smith,Rui Hachimura,Isaac Bonga,Ian Mahinmi,Dāvis Bertāns,Troy Brown Jr.,Shabazz Napier,Moritz Wagner,Garrison Mathews,,,,,
11810,DAL,2020,Dorian Finney-Smith,Maxi Kleber,Jalen Brunson,Tim Hardaway Jr.,Willie Cauley-Stein,Seth Curry,Delon Wright,Courtney Lee,Ryan Broekhoff,Boban Marjanović,Justin Jackson,Antonius Cleveland,,,
11811,CHO,2020,Miles Bridges,Devonte' Graham,Terry Rozier,P.J. Washington,Cody Zeller,Malik Monk,Caleb Martin,Jalen McDaniels,Bismack Biyombo,,,,,,
11812,NYK,2020,Julius Randle,Elfrid Payton,Reggie Bullock,RJ Barrett,Taj Gibson,Wayne Ellington,Mitchell Robinson,Dennis Smith Jr.,Bobby Portis,Kevin Knox,Frank Ntilikina,,,,
11813,DET,2020,Christian Wood,Bruce Brown,Tony Snell,Reggie Jackson,Thon Maker,Langston Galloway,John Henson,Sekou Doumbouya,Jordan Bone,,,,,,
11814,LAL,2020,Anthony Davis,LeBron James,Avery Bradley,Danny Green,JaVale McGee,Kyle Kuzma,Rajon Rondo,Troy Daniels,Dwight Howard,Alex Caruso,Kentavious Caldwell-Pope,,,,
11815,GSW,2020,Andrew Wiggins,Ky Bowman,Eric Paschall,Marquese Chriss,Damion Lee,Jordan Poole,Juan Toscano-Anderson,Zach Norvell,Kevon Looney,Jeremy Pargo,Alen Smailagić,,,,
11816,NOP,2020,Lonzo Ball,Jrue Holiday,Josh Hart,Derrick Favors,Nicolò Melli,J.J. Redick,E'Twaun Moore,Frank Jackson,Jahlil Okafor,Jaxson Hayes,,,,,
11817,IND,2020,T.J. Warren,Jeremy Lamb,Domantas Sabonis,Myles Turner,Malcolm Brogdon,Justin Holiday,T.J. McConnell,Doug McDermott,Edmond Sumner,Aaron Holiday,Goga Bitadze,,,,
11818,LAC,2020,Landry Shamet,Kawhi Leonard,Paul George,Ivica Zubac,Patrick Patterson,Lou Williams,Rodney McGruder,JaMychal Green,Montrezl Harrell,Terance Mann,Johnathan Motley,Mfiondu Kabengele,Amir Coffey,,
11819,MIN,2020,Jordan McLaughlin,Karl-Anthony Towns,Malik Beasley,Juancho Hernangómez,Josh Okogie,Jarrett Culver,James Johnson,Allen Crabbe,Naz Reid,Jaylen Nowell,Kelan Martin,Jacob Evans,Jarred Vanderbilt,,
11820,MIL,2020,Giannis Antetokounmpo,Wesley Matthews,Eric Bledsoe,Brook Lopez,Khris Middleton,Donte DiVincenzo,Kyle Korver,Pat Connaughton,Ersan İlyasova,Robin Lopez,,,,,
11821,ORL,2020,Nikola Vučević,Evan Fournier,Aaron Gordon,Markelle Fultz,Wes Iwundu,Terrence Ross,Michael Carter-Williams,Gary Clark,Mo Bamba,,,,,,
11822,DEN,2020,Gary Harris,Jamal Murray,Nikola Jokić,Torrey Craig,Jerami Grant,Monte Morris,Paul Millsap,Keita Bates-Diop,PJ Dozier,,,,,,
11823,PHO,2020,Deandre Ayton,Kelly Oubre Jr.,Devin Booker,Mikal Bridges,Ricky Rubio,Cameron Johnson,Elie Okobo,Jevon Carter,Cheick Diallo,,,,,,
11824,SAS,2020,LaMarcus Aldridge,DeMar DeRozan,Dejounte Murray,Bryn Forbes,Trey Lyles,Derrick White,Rudy Gay,Lonnie Walker IV,Patty Mills,Jakob Poeltl,Drew Eubanks,Quinndary Weatherspoon,,,
11825,SAC,2020,Harrison Barnes,Nemanja Bjelica,Harry Giles,De'Aaron Fox,Bogdan Bogdanović,Buddy Hield,Kent Bazemore,Cory Joseph,Yogi Ferrell,Justin James,DaQuan Jeffries,,,,
11826,BRK,2020,Spencer Dinwiddie,Caris LeVert,Joe Harris,Taurean Prince,Jarrett Allen,DeAndre Jordan,Wilson Chandler,Garrett Temple,Timothé Luwawu-Cabarrot,,,,,,
11827,TOR,2020,Pascal Siakam,Fred VanVleet,Serge Ibaka,Terence Davis,OG Anunoby,Matt Thomas,Patrick McCaw,Rondae Hollis-Jefferson,Chris Boucher,Oshae Brissett,,,,,
11828,NYK,2020,Julius Randle,Reggie Bullock,Elfrid Payton,RJ Barrett,Taj Gibson,Mitchell Robinson,Wayne Ellington,Frank Ntilikina,Bobby Portis,Kevin Knox,Dennis Smith Jr.,,,,
11829,ATL,2020,John Collins,De'Andre Hunter,Trae Young,Kevin Huerter,Damian Jones,Dewayne Dedmon,Jeff Teague,Bruno Fernando,Treveon Graham,Brandon Goodwin,Vince Carter,,,,
11830,LAC,2020,Landry Shamet,Lou Williams,Paul George,Marcus Morris,Ivica Zubac,Amir Coffey,JaMychal Green,Rodney McGruder,Montrezl Harrell,Terance Mann,Johnathan Motley,Mfiondu Kabengele,,,
11831,CLE,2020,Andre Drummond,Darius Garland,Collin Sexton,Kevin Love,Cedi Osman,Kevin Porter Jr.,Alfonzo McKinnie,Larry Nance Jr.,Tristan Thompson,Dante Exum,Malik Newman,Dean Wade,,,
11832,UTA,2020,Rudy Gobert,Donovan Mitchell,Mike Conley,Joe Ingles,Bojan Bogdanović,Jordan Clarkson,Royce O'Neale,Georges Niang,Juwan Morgan,Tony Bradley,,,,,
11833,HOU,2020,James Harden,Russell Westbrook,Danuel House Jr.,P.J. Tucker,Robert Covington,Ben McLemore,Austin Rivers,Thabo Sefolosha,,,,,,,
11834,BOS,2020,Jayson Tatum,Gordon Hayward,Jaylen Brown,Daniel Theis,Kemba Walker,Marcus Smart,Enes Freedom,Brad Wanamaker,Grant Williams,Romeo Langford,,,,,
11835,OKC,2020,Shai Gilgeous-Alexander,Chris Paul,Danilo Gallinari,Steven Adams,Luguentz Dort,Dennis Schröder,Terrance Ferguson,Nerlens Noel,Hamidou Diallo,Abdel Nader,Darius Bazley,,,,
11836,CHI,2020,Zach LaVine,Thaddeus Young,Tomáš Satoranský,Chandler Hutchison,Luke Kornet,Coby White,Ryan Arcidiacono,Cristiano Felício,Shaquille Harrison,,,,,,
11837,PHI,2020,Ben Simmons,Joel Embiid,Tobias Harris,Al Horford,Shake Milton,Furkan Korkmaz,Josh Richardson,Matisse Thybulle,Mike Scott,Glenn Robinson III,,,,,
11838,MIA,2020,Duncan Robinson,Bam Adebayo,Kendrick Nunn,Derrick Jones Jr.,Kelly Olynyk,Jae Crowder,Goran Dragić,Andre Iguodala,Chris Silva,,,,,,
11839,POR,2020,Trevor Ariza,CJ McCollum,Damian Lillard,Hassan Whiteside,Carmelo Anthony,Gary Trent Jr.,Caleb Swanigan,Wenyen Gabriel,Mario Hezonja,,,,,,
11840,MEM,2020,Ja Morant,Dillon Brooks,Jaren Jackson Jr.,Jonas Valančiūnas,Kyle Anderson,Brandon Clarke,De'Anthony Melton,Tyus Jones,Josh Jackson,Yuta Watanabe,,,,,
11841,WAS,2020,Bradley Beal,Ish Smith,Rui Hachimura,Ian Mahinmi,Isaac Bonga,Dāvis Bertāns,Troy Brown Jr.,Moritz Wagner,Shabazz Napier,Jerome Robinson,,,,,
11842,UTA,2020,Rudy Gobert,Donovan Mitchell,Bojan Bogdanović,Royce O'Neale,Joe Ingles,Jordan Clarkson,Emmanuel Mudiay,Georges Niang,Tony Bradley,,,,,,
11843,DAL,2020,Tim Hardaway Jr.,Kristaps Porziņģis,Dorian Finney-Smith,Jalen Brunson,Maxi Kleber,Seth Curry,J.J. Barea,Courtney Lee,Delon Wright,Willie Cauley-Stein,,,,,
11844,SAS,2020,LaMarcus Aldridge,Dejounte Murray,Bryn Forbes,Trey Lyles,Lonnie Walker IV,Marco Belinelli,Derrick White,Patty Mills,Rudy Gay,Jakob Poeltl,,,,,
11845,DEN,2020,Nikola Jokić,Jamal Murray,Torrey Craig,Jerami Grant,Gary Harris,Monte Morris,Paul Millsap,PJ Dozier,Jordan McRae,Keita Bates-Diop,,,,,
11846,CHO,2020,P.J. Washington,Devonte' Graham,Terry Rozier,Miles Bridges,Cody Zeller,Malik Monk,Caleb Martin,Jalen McDaniels,Willy Hernangómez,,,,,,
11847,DET,2020,Bruce Brown,Tony Snell,Reggie Jackson,Thon Maker,Christian Wood,Langston Galloway,Markieff Morris,Sekou Doumbouya,John Henson,Brandon Knight,,,,,
11848,MIA,2020,Duncan Robinson,Jimmy Butler,Bam Adebayo,Kendrick Nunn,Derrick Jones Jr.,Jae Crowder,Goran Dragić,Kelly Olynyk,Andre Iguodala,Gabe Vincent,,,,,
11849,GSW,2020,Andrew Wiggins,Draymond Green,Damion Lee,Marquese Chriss,Ky Bowman,Jordan Poole,Eric Paschall,Kevon Looney,Juan Toscano-Anderson,Zach Norvell,Jeremy Pargo,Alen Smailagić,,,
11850,BRK,2020,Spencer Dinwiddie,Joe Harris,Caris LeVert,Taurean Prince,Jarrett Allen,Garrett Temple,DeAndre Jordan,Wilson Chandler,Timothé Luwawu-Cabarrot,,,,,,
11851,IND,2020,Domantas Sabonis,Malcolm Brogdon,T.J. Warren,Victor Oladipo,Myles Turner,Justin Holiday,Jeremy Lamb,T.J. McConnell,Doug McDermott,,,,,,
11852,PHO,2020,Cheick Diallo,Devin Booker,Mikal Bridges,Ricky Rubio,Cameron Johnson,Kelly Oubre Jr.,Ty Jerome,Jevon Carter,Elie Okobo,Jalen Lecque,Tariq Owens,,,,
11853,LAL,2020,Anthony Davis,LeBron James,Danny Green,Avery Bradley,JaVale McGee,Rajon Rondo,Dwight Howard,Kentavious Caldwell-Pope,Kyle Kuzma,Troy Daniels,Alex Caruso,Quinn Cook,Jared Dudley,,
11854,SAC,2020,Harrison Barnes,De'Aaron Fox,Bogdan Bogdanović,Nemanja Bjelica,Harry Giles,Buddy Hield,Cory Joseph,Kent Bazemore,Yogi Ferrell,,,,,,
11855,MIL,2020,Khris Middleton,Eric Bledsoe,Wesley Matthews,Brook Lopez,Ersan İlyasova,Pat Connaughton,Donte DiVincenzo,Sterling Brown,Kyle Korver,Robin Lopez,,,,,
11856,ATL,2020,Kevin Huerter,Trae Young,De'Andre Hunter,John Collins,Damian Jones,Dewayne Dedmon,Cam Reddish,Jeff Teague,Vince Carter,Brandon Goodwin,,,,,
11857,ORL,2020,Aaron Gordon,Nikola Vučević,Evan Fournier,Markelle Fultz,Wes Iwundu,Terrence Ross,Michael Carter-Williams,James Ennis III,Mo Bamba,Gary Clark,,,,,
11858,MIN,2020,Karl-Anthony Towns,D'Angelo Russell,Malik Beasley,Juancho Hernangómez,Josh Okogie,James Johnson,Jarrett Culver,Allen Crabbe,Jordan McLaughlin,Naz Reid,,,,,
11859,TOR,2020,Kyle Lowry,Fred VanVleet,Pascal Siakam,OG Anunoby,Rondae Hollis-Jefferson,Patrick McCaw,Terence Davis,Chris Boucher,Matt Thomas,,,,,,
11860,BOS,2020,Jayson Tatum,Gordon Hayward,Jaylen Brown,Daniel Theis,Kemba Walker,Marcus Smart,Brad Wanamaker,Grant Williams,Enes Freedom,Semi Ojeleye,Romeo Langford,Carsen Edwards,,,
11861,HOU,2020,Danuel House Jr.,James Harden,Robert Covington,Russell Westbrook,P.J. Tucker,Austin Rivers,Ben McLemore,Thabo Sefolosha,Chris Clemons,Michael Frazier,Isaiah Hartenstein,William Howard,,,
11862,POR,2020,CJ McCollum,Damian Lillard,Trevor Ariza,Hassan Whiteside,Carmelo Anthony,Gary Trent Jr.,Caleb Swanigan,Anfernee Simons,Wenyen Gabriel,Jaylen Hoard,Moses Brown,,,,
11863,NOP,2020,Lonzo Ball,Jrue Holiday,Zion Williamson,Josh Hart,Derrick Favors,Nicolò Melli,Frank Jackson,J.J. Redick,E'Twaun Moore,Jaxson Hayes,Nickeil Alexander-Walker,,,,
11864,SAS,2020,LaMarcus Aldridge,Trey Lyles,Dejounte Murray,Lonnie Walker IV,Bryn Forbes,Patty Mills,Derrick White,Rudy Gay,Marco Belinelli,Jakob Poeltl,,,,,
11865,OKC,2020,Chris Paul,Shai Gilgeous-Alexander,Steven Adams,Danilo Gallinari,Luguentz Dort,Dennis Schröder,Terrance Ferguson,Abdel Nader,Nerlens Noel,Hamidou Diallo,Mike Muscala,,,,
11866,LAC,2020,Kawhi Leonard,Lou Williams,Paul George,Marcus Morris,Ivica Zubac,Landry Shamet,Montrezl Harrell,JaMychal Green,Rodney McGruder,,,,,,
11867,PHI,2020,Ben Simmons,Tobias Harris,Josh Richardson,Joel Embiid,Furkan Korkmaz,Al Horford,Matisse Thybulle,Alec Burks,Glenn Robinson III,Mike Scott,,,,,
